family,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
VMFF01,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_027348385.1, GCA_007375915.1, GCA_027424855.1, GCA_028286905.1, GCA_021842385.1"
JAHDCA01,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_027036675.1, GCA_020630115.1, GCA_030583845.1, GCA_020632395.1, GCA_027024505.1"
JAAXVQ01,Bacteria,,GTDB_Only,No_Match,9,6,0,0,No verifiable NCBI taxonomy classification,"GCA_023139775.1, GCA_016929575.1, GCA_030619365.1, GCA_030591525.1, GCA_020052235.1"
CF-72,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_019247515.1, GCA_016191465.1, GCA_005883405.1, GCA_019239775.1, GCA_005880415.1"
Gp1-AA112,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003225215.1, GCA_019244135.1, GCA_019245295.1, GCA_019243475.1, GCA_003225155.1"
ARK-15,Archaea,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_009758285.1, GCA_030756795.1, GCA_023261755.1, GCA_022759105.1, GCA_009758405.1"
IGHO2-01-FULL-4-A,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_016185545.1, GCA_903860925.1, GCA_002794035.1, GCA_016181055.1, GCA_016181175.1"
UBA10105,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_001779175.1, GCA_001780975.1, GCA_000998605.1, GCA_000998825.1, GCA_003535735.1"
GCA-002707645,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_002693365.1, GCA_002707765.1, GCA_002727245.1, GCA_002704685.1, GCA_002717625.1"
UBA8416,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_007126175.1, GCA_020048935.1, GCA_003567005.1, GCA_007129405.1, GCA_020048125.1"
UBA1439,Bacteria,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_026392015.1, GCA_026392035.1, GCA_026391995.1, GCA_002329605.1, GCA_963205065.1"
B15-G4,Bacteria,,GTDB_Only,No_Match,9,8,0,0,No verifiable NCBI taxonomy classification,"GCA_029259745.1, GCA_030428785.1, GCA_029259725.1, GCA_029245865.1, GCA_020638905.1"
GWA2-43-13,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_001818055.1, GCA_018670295.1, GCA_003485785.1, GCA_018701515.1, GCA_018694555.1"
PCPOR2b,Bacteria,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_958296125.1, GCA_022822785.1, GCA_027296925.1, GCA_003635265.1, GCA_022822005.1"
SZUA-252,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_005893265.1, GCA_005893165.1, GCA_005893305.1, GCA_016880395.1, GCA_005893175.1"
UBA2962,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022447925.1, GCA_003228095.2, GCA_913043115.1, GCA_002699485.1, GCA_002348445.1"
JAGXLC01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021740225.1, GCA_018335235.1, GCA_018334675.1, GCA_913055635.1, GCA_913055895.1"
SHND01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_004295045.1, GCA_021463805.1, GCA_016209205.1, GCA_029778615.1, GCA_030263575.1"
JAEUJZ01,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_025057315.1, GCA_016794505.1, GCA_937952145.1, GCA_017990795.1, GCA_016794365.1"
VXOZ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028874835.1, GCA_009839775.1, GCA_022822585.1, GCA_012270555.1, GCA_022824225.1"
UBA97,Archaea,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_001871595.1, GCA_020057405.1, GCA_027356165.1, GCA_016212415.1, GCA_027332415.1"
SLMS01,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_007133495.1, GCA_007132505.1, GCA_003558735.1, GCA_007124295.1, GCA_020848155.1"
RUG350,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_902759125.1, GCA_017407285.1, GCA_017631635.1, GCA_902751235.1, GCA_900315995.1"
JADMJV01,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_018266105.1, GCA_018780265.1, GCA_019637395.1, GCA_022842865.1, GCA_017307785.1"
DP-6,Bacteria,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_005879585.1, GCA_005879175.1, GCA_005879205.1, GCA_005879795.1, GCA_005879245.1"
RBG-13-46-9,Bacteria,,GTDB_Only,No_Match,9,7,0,0,No verifiable NCBI taxonomy classification,"GCA_016782445.1, GCA_013203315.1, GCA_016782425.1, GCA_020346285.1, GCA_001804045.1"
UBA3941,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_012522165.1, GCA_012518395.1, GCA_938003915.1, GCA_012843055.1, GCA_002385665.1"
PALSA-660,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_025361335.1, GCA_025361885.1, GCA_023252055.1, GCA_903831865.1, GCA_025361445.1"
XYC2-FULL-47-12,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_002773575.1, GCA_030698385.1, GCA_001778085.1, GCA_001780235.1, GCA_001778285.1"
1-14-0-20-64-10,Bacteria,,GTDB_Only,No_Match,9,9,0,0,No verifiable NCBI taxonomy classification,"GCA_016196465.1, GCA_016196375.1, GCA_002787095.1, GCA_023818695.1, GCA_030651065.1"
UBA1063,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030019025.1, GCA_028717085.1, GCA_028696575.1, GCA_021159285.1, GCA_029932875.1"
PUMD01,Bacteria,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_003554565.1, GCA_003566675.1, GCA_003551215.1, GCA_003551365.1, GCA_007119245.1"
JAAOZP01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017601225.1, GCA_938045545.1, GCA_025059435.1, GCA_017601305.1, GCA_011605725.1"
CSSed11-243R1,Archaea,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_028713895.1, GCA_021162365.1, GCA_003563585.1, GCA_015522785.1, GCA_024277205.1"
UBA6262,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_028719005.1, GCA_028714575.1, GCA_028712365.1, GCA_016218565.1, GCA_002441095.1"
GCA-2712585,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_958295715.1, GCA_951812825.1, GCA_016872285.1, GCA_913052045.1, GCA_009391235.1"
DTU030,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002391605.1, GCA_030057875.1, GCA_012841005.1, GCA_012523785.1, GCA_012840595.1"
JABMQR01,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_023139255.1, GCA_937125225.1, GCA_016784705.1, GCA_021736385.1, GCA_021736525.1"
DRYD01,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_028276365.1, GCA_937139605.1, GCA_025059235.1, GCA_030549815.1, GCA_026416135.1"
GCA-2699445,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_030700225.1, GCA_002699445.1, GCA_020438795.1, GCA_022600675.1, GCA_029978705.1"
XYC2-FULL-38-9,Bacteria,,GTDB_Only,No_Match,9,6,0,0,No verifiable NCBI taxonomy classification,"GCA_001818815.1, GCA_937996685.1, GCA_001818785.1, GCA_001818355.1, GCA_005239655.1"
UBA11618,Bacteria,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_943357895.1, GCA_023244835.1, GCA_943359445.1, GCA_023244855.1, GCA_016867415.1"
UBA890,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002328195.1, GCA_002722645.1, GCA_937922775.1, GCA_002731215.1, GCA_030609765.1"
HRBIN36,Bacteria,,GTDB_Only,No_Match,9,5,0,0,No verifiable NCBI taxonomy classification,"GCA_937944855.1, GCA_937858435.1, GCA_025060195.1, GCA_025056555.1, GCA_025055835.1"
JADMIH01,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030853735.1, GCA_027317125.1, GCA_030913985.1, GCA_030945985.1, GCA_030914045.1"
Calescibacteriaceae,Bacteria,,GTDB_Only,No_Match,9,3,0,0,No verifiable NCBI taxonomy classification,"GCA_030550715.1, GCA_002898315.1, GCA_025060505.1, GCA_000404685.1, GCA_000403075.1"
CAIJMQ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903821905.1, GCA_018817465.1, GCA_030639545.1, GCA_023135785.1, GCA_018812925.1"
XYA2-FULL-47-53,Bacteria,,GTDB_Only,No_Match,9,2,0,0,No verifiable NCBI taxonomy classification,"GCA_001800425.1, GCA_001800455.1, GCA_001800475.1, GCA_001800235.1, GCA_001800355.1"
E44-bin80,Bacteria,,GTDB_Only,No_Match,9,4,0,0,No verifiable NCBI taxonomy classification,"GCA_030616965.1, GCA_004375785.1, GCA_004376305.1, GCA_030588585.1, GCA_004375965.1"
UBA5627,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028697315.1, GCA_028706995.1, GCA_002419135.1, GCA_012719115.1, GCA_028707255.1"
JABDFU01,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020849195.1, GCA_016183775.1, GCA_013286655.1, GCA_016787005.1, GCA_013286805.1"
DSSB01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_021772695.1, GCA_030263375.1, GCA_020440745.1, GCA_021414045.1, GCA_030426445.1"
QYQD01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030017815.1, GCA_011046395.1, GCA_031082315.1, GCA_007280345.1, GCA_020053325.1"
CADAWZ01,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_949288455.1, GCA_902777045.1, GCA_902791745.1, GCA_902790465.1, GCA_902794495.1"
CAITUV01,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_903893645.1, GCA_937876385.1, GCA_937884235.1, GCA_903895725.1, GCA_903880605.1"
UBA2987,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_003226295.1, GCA_913045945.1, GCA_021772515.1, GCA_021772565.1, GCA_021772535.1"
UBA2136,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002687415.1, GCA_913031345.1, GCA_002689455.1, GCA_937911675.1, GCA_002308345.1"
UBA7694,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_002083815.1, GCA_002770975.1, GCA_913773825.1, GCA_018780035.1, GCA_015272195.1"
JAKBAR01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021808925.1, GCA_027446725.1, GCA_937896365.1, GCA_027431635.1, GCA_027330625.1"
JAADDB01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_026991175.1, GCA_015486845.1, GCA_013154135.1, GCA_015486895.1, GCA_015490995.1"
Gp7-AA6,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030948185.1, GCA_003222355.1, GCA_027313945.1, GCA_020199905.1, GCA_027307335.1"
UBA5862,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_937871965.1, GCA_029572245.1, GCA_002408105.1, GCA_024234215.1, GCA_002432625.1"
MVCY01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030669445.1, GCA_002049985.1, GCA_030608245.1, GCA_003645905.1, GCA_030629295.1"
JAGLSY01,Archaea,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030633725.1, GCA_020697715.1, GCA_030672365.1, GCA_023135545.1, GCA_023137005.1"
NS-4,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_030648395.1, GCA_005877565.1, GCA_005877615.1, GCA_005877855.1, GCA_004298335.1"
JABGXB01,Archaea,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018673795.1, GCA_018656545.1, GCA_018648165.1, GCA_018702855.1, GCA_018675975.1"
JADJMO01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_903923175.1, GCA_022843175.1, GCA_016794445.1, GCA_016182965.1, GCA_027325815.1"
GCA-020355125,Archaea,,GTDB_Only,No_Match,8,5,0,0,No verifiable NCBI taxonomy classification,"GCA_030837285.1, GCA_020355125.1, GCA_030607815.1, GCA_030617005.1, GCA_026015035.1"
UBA5359,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002410925.1, GCA_028699365.1, GCA_028706485.1, GCA_028685295.1, GCA_937919415.1"
JAMCZE01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_027371575.1, GCA_027331545.1, GCA_021788435.1, GCA_021788195.1, GCA_023485845.1"
GWA2-47-26,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_001001705.1, GCA_001790815.1, GCA_016187515.1, GCA_001791555.1, GCA_001791295.1"
UBA2135,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_016204045.1, GCA_016180525.1, GCA_002327685.1, GCA_002688065.1, GCA_016204005.1"
Fen-1058,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_030834835.1, GCA_003154575.1, GCA_017999195.1, GCA_003154115.1, GCA_030834825.1"
UBA2364,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002344075.1, GCA_017303715.1, GCA_937902135.1, GCA_002343655.1, GCA_938003495.1"
UBA3073,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002771845.1, GCA_030628885.1, GCA_030627085.1, GCA_023129165.1, GCA_030606335.1"
NAK82,Bacteria,,GTDB_Only,No_Match,8,6,0,0,No verifiable NCBI taxonomy classification,"GCA_937127125.1, GCA_003130875.1, GCA_030597485.1, GCA_025062175.1, GCA_024276515.1"
UBA10025,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_027425095.1, GCA_021815445.1, GCA_001818285.1, GCA_027341205.1, GCA_003527115.1"
SpSt-1190,Archaea,,GTDB_Only,No_Match,8,6,0,0,No verifiable NCBI taxonomy classification,"GCA_018220955.1, GCA_027002005.1, GCA_015522095.1, GCA_018220935.1, GCA_018221025.1"
JAENVV01,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_020352575.1, GCA_024641305.1, GCA_029882115.1, GCA_024639975.1, GCA_016650365.1"
WJIZ01,Archaea,,GTDB_Only,No_Match,8,5,0,0,No verifiable NCBI taxonomy classification,"GCA_018221205.1, GCA_030647105.1, GCA_028279765.1, GCA_014729995.1, GCA_023140175.1"
HR10,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938017635.1, GCA_002923315.1, GCA_002898775.1, GCA_025060035.1, GCA_025055075.1"
UBA6077,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_027356795.1, GCA_002436065.1, GCA_027372455.1, GCA_021786215.1, GCA_021845945.1"
B39-G9,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_023133485.1, GCA_030632095.1, GCA_023145555.1, GCA_030592465.1, GCA_013152655.1"
JAFGJZ01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_023396665.1, GCA_027858855.1, GCA_029554345.1, GCA_016928815.1, GCA_023396615.1"
GCA-002684695,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902522415.1, GCA_028139955.1, GCA_002684695.1, GCA_902539295.1, GCA_902617595.1"
DC0425bin3,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_015231175.1, GCA_015232135.1, GCA_002753665.1, GCA_015228935.1, GCA_015233965.1"
WJKL01,Archaea,,GTDB_Only,No_Match,8,6,0,0,No verifiable NCBI taxonomy classification,"GCA_020056025.1, GCA_019322815.1, GCA_014729145.1, GCA_019322535.1, GCA_014729675.1"
ARS69,Bacteria,,GTDB_Only,No_Match,8,5,0,0,No verifiable NCBI taxonomy classification,"GCA_030749095.1, GCA_030747075.1, GCA_002686915.1, GCA_020431545.1, GCA_030744955.1"
JACRBR01,Bacteria,,GTDB_Only,No_Match,8,5,0,0,No verifiable NCBI taxonomy classification,"GCA_021813085.1, GCA_021731085.1, GCA_025355835.1, GCA_015478665.1, GCA_021462855.1"
WYAZ01,Bacteria,,GTDB_Only,No_Match,8,7,0,0,No verifiable NCBI taxonomy classification,"GCA_020632995.1, GCA_016703535.1, GCA_028289325.1, GCA_016713425.1, GCA_019634385.1"
RBG-16-54-18,Bacteria,,GTDB_Only,No_Match,8,8,0,0,No verifiable NCBI taxonomy classification,"GCA_001797905.1, GCA_016927065.1, GCA_020344255.1, GCA_003646745.1, GCA_001797935.1"
JAAUTT01,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020048915.1, GCA_030706405.1, GCA_025350365.1, GCA_025361285.1, GCA_021779665.1"
PHBI01,Bacteria,,GTDB_Only,No_Match,8,6,0,0,No verifiable NCBI taxonomy classification,"GCA_020632715.1, GCA_938040325.1, GCA_011526585.1, GCA_016792665.1, GCA_002841945.1"
JAAYLN01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_028718445.1, GCA_017509565.1, GCA_017962605.1, GCA_012521875.1, GCA_012514915.1"
Palsa-1400,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_003138485.1, GCA_028293405.1, GCA_903898185.1, GCA_903870385.1, GCA_003140095.1"
JABSSG01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_018062985.1, GCA_022600235.1, GCA_013214525.1, GCA_030426905.1"
21-64-14,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_027311285.1, GCA_002897735.1, GCA_913009785.1, GCA_027013145.1, GCA_002897835.1"
CSP1-2,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_001443445.1, GCA_023250035.1, GCA_022615255.1, GCA_002898375.1, GCA_913053775.1"
CG2-30-39-44,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_007376535.1, GCA_001872695.1, GCA_002789815.1, GCA_002782665.1, GCA_002780765.1"
DSM-2933,Bacteria,,GTDB_Only,No_Match,8,5,0,0,No verifiable NCBI taxonomy classification,"GCA_023441845.1, GCF_000745845.1, GCA_023430975.1, GCA_030705945.1, GCF_001262605.1"
UBA6926,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_009841045.1, GCA_029941095.1, GCA_012271225.1, GCA_026713485.1, GCA_030754805.1"
Ga007554,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_001464965.1, GCA_016191235.1, GCA_022842345.1, GCA_023266055.1, GCA_001464585.1"
UBA1544,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002782085.1, GCA_002323135.1, GCA_002774425.1, GCA_002784525.1, GCA_002788715.1"
JAIOZK01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021740505.1, GCA_021738625.1, GCA_021740275.1, GCA_021738575.1, GCA_021740325.1"
SURF-13,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_003599485.1, GCA_023381235.1, GCA_027624315.1, GCA_023484125.1, GCA_030655395.1"
M50B96,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_021739985.1, GCA_026391255.1, GCA_024762835.1, GCA_021740605.1, GCA_018400275.1"
GCA-2711565,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024232015.1, GCA_003353955.1, GCA_018816945.1, GCA_029931995.1, GCA_028280405.1"
SW-4-49-11,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_018609785.1, GCA_937864235.1, GCA_003565105.1, GCA_913060955.1, GCA_003021915.1"
UBA7526,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_011049955.1, GCA_018903055.1, GCA_030615855.1, GCA_018896935.1, GCA_002478245.1"
JACPRP01,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_027400055.1, GCA_027400015.1, GCA_027356835.1, GCA_021786235.1, GCA_028065295.1"
JABIAG01,Archaea,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_018692455.1, GCA_018675265.1, GCA_018697575.1, GCA_018672335.1, GCA_018658365.1"
JABDKV01,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_029861255.1, GCA_013002045.1, GCA_024638445.1, GCA_018677295.1, GCA_029862165.1"
WJKV01,Archaea,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_019323495.1, GCA_030630885.1, GCA_019323355.1, GCA_019323305.1, GCA_014728875.1"
UBA7950,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025994735.1, GCA_022683985.1, GCA_022683935.1, GCA_022684005.1, GCA_003535305.1"
Taenaricolaceae,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_001872775.1, GCA_002780625.1, GCA_002783585.1, GCA_002785205.1, GCA_002323155.1"
JAKAEA01,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_030855525.1, GCA_021785065.1, GCA_029288535.1, GCA_030855125.1, GCA_027328845.1"
UBA9615,Bacteria,,GTDB_Only,No_Match,8,5,0,0,No verifiable NCBI taxonomy classification,"GCA_002724675.1, GCA_024229515.1, GCA_023954745.1, GCA_002720175.1, GCA_937891735.1"
JAGMDC01,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_030612885.1, GCA_030629575.1, GCA_023128895.1, GCA_023130975.1, GCA_030630045.1"
JAGLOS01,Bacteria,,GTDB_Only,No_Match,8,2,0,0,No verifiable NCBI taxonomy classification,"GCA_023137615.1, GCA_030634645.1, GCA_018819755.1, GCA_018825845.1, GCA_018825125.1"
UBA11051,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029821145.1, GCA_012518355.1, GCA_030612305.1, GCA_030604405.1, GCA_003542955.1"
UBA4733,Bacteria,,GTDB_Only,No_Match,8,4,0,0,No verifiable NCBI taxonomy classification,"GCA_023489405.1, GCA_023381555.1, GCA_025980355.1, GCA_937967325.1, GCA_023382105.1"
XYC2-FULL-37-10,Bacteria,,GTDB_Only,No_Match,8,3,0,0,No verifiable NCBI taxonomy classification,"GCA_016223245.1, GCA_001771395.1, GCA_001771655.1, GCA_001771455.1, GCA_001772385.1"
UBA816,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913051875.1, GCA_002296815.1, GCA_002453175.1, GCA_002335975.1, GCA_002320375.1"
GCA-2401785,Bacteria,,GTDB_Only,No_Match,8,6,0,0,No verifiable NCBI taxonomy classification,"GCA_030629865.1, GCA_016871815.1, GCA_023249975.1, GCA_030917105.1, GCA_016763165.1"
