family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Caloramatoraceae,Bacteria,39,886686645,Bacteria;Bacillota;Clostridia;Clostridiales;Caloramatoraceae,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1855031383;886686645
BMS3ABIN01,Bacteria,39,1997741115,Bacteria;Actinomycetota;Thermoleophilia;BMS3ABIN01;BMS3ABIN01,superkingdom;phylum;class;order;family,81602897;922471546;856265850;925350162;1997741115
Kribbellaceae,Bacteria,39,1324575799,Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae,superkingdom;phylum;class;order;family,81602897;922471546;1737519761;743567839;1324575799
GWC2-55-46,Bacteria,39,1866104177,Bacteria;Desulfobacterota;GWC2-55-46;GWC2-55-46;GWC2-55-46,superkingdom;phylum;class;order;family,81602897;1568916253;1771649506;563025404;1866104177
UBA1100,Bacteria,39,1370927477,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;UBA1100,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;1370927477
Palsa-965,Bacteria,39,1082428410,Bacteria;Bacteroidota;Bacteroidia;Palsa-965;Palsa-965,superkingdom;phylum;class;order;family,81602897;504177835;618517539;1615343000;1082428410
Fen-1088,Bacteria,38,1636518058,Bacteria;Myxococcota;Polyangia;Fen-1088;Fen-1088,superkingdom;phylum;class;order;family,81602897;1995082271;1758649255;262640449;1636518058
TTA-H9,Bacteria,38,1541865015,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;TTA-H9,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;1541865015
HGW-15,Bacteria,38,925420522,Bacteria;Desulfobacterota;DSM-4660;Desulfatiglandales;HGW-15,superkingdom;phylum;class;order;family,81602897;1568916253;219423727;621217563;925420522
Desulfomicrobiaceae,Bacteria,38,1313826709,Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae,superkingdom;phylum;class;order;family,81602897;1228655830;1240458731;1845795526;1313826709
GW2011-AR17,Archaea,38,1208195626,Archaea;Nanobdellota;Nanobdellia;SCGC-AAA011-G17;GW2011-AR17,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;1390958434;1208195626
Pontiellaceae,Bacteria,38,1345214235,Bacteria;Verrucomicrobiota;Kiritimatiellia;Kiritimatiellales;Pontiellaceae,superkingdom;phylum;class;order;family,81602897;605906842;325267327;603073;1345214235
Thermomicrobiaceae,Bacteria,38,1913767194,Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae,superkingdom;phylum;class;order;family,81602897;510129959;740814940;37443927;1913767194
SLHB01,Bacteria,38,694526414,Bacteria;Hydrogenedentota;Hydrogenedentia;Hydrogenedentales;SLHB01,superkingdom;phylum;class;order;family,81602897;2109746193;131931967;2126546794;694526414
UBA8131,Bacteria,38,660855673,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;UBA8131,superkingdom;phylum;class;order;family,81602897;922471546;925602908;386264069;660855673
4484-276,Bacteria,38,1749618591,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;4484-276,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;1749618591
Haladaptataceae,Archaea,38,1918614967,Archaea;Halobacteriota;Halobacteria;Halobacteriales;Haladaptataceae,superkingdom;phylum;class;order;family,1337977286;187206606;695512539;1630249217;1918614967
GWA2-37-8,Bacteria,38,1209405782,Bacteria;Patescibacteriota;Patescibacteriia;Magasanikbacterales;GWA2-37-8,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;255005191;1209405782
Beutenbergiaceae,Bacteria,38,2026281211,Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Beutenbergiaceae,superkingdom;phylum;class;order;family,81602897;922471546;1737519761;1573521454;2026281211
Tepidanaerobacteraceae,Bacteria,38,1824531386,Bacteria;Bacillota;Thermosediminibacteria;Thermosediminibacterales;Tepidanaerobacteraceae,superkingdom;phylum;class;order;family,81602897;131003083;1540006554;1481719955;1824531386
Caldisericaceae,Bacteria,37,2100979431,Bacteria;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae,superkingdom;phylum;class;order;family,81602897;364811340;1857595333;162819002;2100979431
UMGS1883,Bacteria,37,760729184,Bacteria;Bacillota;Clostridia;UMGS1883;UMGS1883,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;827730164;760729184
Lenti-01,Bacteria,37,1007373861,Bacteria;Verrucomicrobiota;Kiritimatiellia;LD1-PB3_B;Lenti-01,superkingdom;phylum;class;order;family,81602897;605906842;325267327;1722463836;1007373861
DTU013,Bacteria,37,1770315122,Bacteria;Bacillota;Clostridia;Acetivibrionales;DTU013,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1181927493;1770315122
0-14-0-80-60-11,Bacteria,37,980929432,Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;0-14-0-80-60-11,superkingdom;phylum;class;order;family,81602897;1568916253;2073491753;1477049633;980929432
D37C17,Bacteria,37,250517957,Bacteria;Marinisomatota;Marinisomatia;SCGC-AAA003-L08;D37C17,superkingdom;phylum;class;order;family,81602897;576088655;771908383;1865301283;250517957
GWA2-36-10,Bacteria,37,1087018148,Bacteria;Patescibacteriota;Patescibacteriia;UBA1558;GWA2-36-10,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;586306951;1087018148
Fen-1342,Bacteria,37,924622970,Bacteria;Planctomycetota;Phycisphaerae;UBA1845;Fen-1342,superkingdom;phylum;class;order;family,81602897;678426958;623639364;771245009;924622970
Halanaerobiaceae,Bacteria,37,888771398,Bacteria;Bacillota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae,superkingdom;phylum;class;order;family,81602897;131003083;1873769925;260958131;888771398
Scalinduaceae,Bacteria,37,189715123,Bacteria;Planctomycetota;Brocadiia;Brocadiales;Scalinduaceae,superkingdom;phylum;class;order;family,81602897;678426958;1511728751;1396262816;189715123
UBA9219,Bacteria,37,1999243021,Bacteria;Pseudomonadota;Alphaproteobacteria;UBA9219;UBA9219,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;24665458;1999243021
CAITNM01,Bacteria,37,1578501371,Bacteria;Pseudomonadota;Alphaproteobacteria;Paracaedibacterales;CAITNM01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1972003675;1578501371
GCA-2748055,Bacteria,37,689061989,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;GCA-2748055,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;689061989
UBA11063,Bacteria,37,2094689574,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;UBA11063,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;2094689574
UBA8154,Bacteria,36,1697329263,Bacteria;Bacillota;Dethiobacteria;DTU022;UBA8154,superkingdom;phylum;class;order;family,81602897;131003083;1530102617;843651011;1697329263
Kaistiaceae,Bacteria,36,1183749183,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Kaistiaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1585583143;1183749183
Filifactoraceae,Bacteria,36,1008746554,Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1405415686;1008746554
DTU049,Bacteria,36,1664875376,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;DTU049,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;1664875376
Ketobacteraceae,Bacteria,36,945960877,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Ketobacteraceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;945960877
Caldicellulosiruptoraceae,Bacteria,36,1253275828,Bacteria;Bacillota;Thermoanaerobacteria;Caldicellulosiruptorales;Caldicellulosiruptoraceae,superkingdom;phylum;class;order;family,81602897;131003083;795701285;671827755;1253275828
Marinicellaceae,Bacteria,36,504336291,Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Marinicellaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1367557353;504336291
40CM-2-53-6,Archaea,36,197849869,Archaea;Thermoproteota;Bathyarchaeia;40CM-2-53-6;40CM-2-53-6,superkingdom;phylum;class;order;family,1337977286;1464800560;230993527;758741054;197849869
CAG-1252,Bacteria,36,661641192,Bacteria;Bacillota;Clostridia;Christensenellales;CAG-1252,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1390569891;661641192
UBA920,Bacteria,36,815658231,Bacteria;Patescibacteriota;Doudnabacteria;UBA920,superkingdom;phylum;class;order,81602897;1184272463;726357201;815658231
Dethiobacteraceae,Bacteria,36,1311178638,Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae,superkingdom;phylum;class;order;family,81602897;131003083;1530102617;2046984859;1311178638
UBA1550,Bacteria,36,410258349,Bacteria;Patescibacteriota;Minisyncoccia;UBA9973;UBA1550,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;168137696;410258349
Nanogingivalaceae,Bacteria,36,2081166083,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;Nanogingivalaceae,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;2081166083
UBA4408,Bacteria,36,1482528471,Bacteria;Bacteroidota;Bacteroidia;UBA4408;UBA4408,superkingdom;phylum;class;order;family,81602897;504177835;618517539;747326363;1482528471
SLSP01,Bacteria,36,1392535428,Bacteria;Chloroflexota;Anaerolineae;B4-G1;SLSP01,superkingdom;phylum;class;order;family,81602897;510129959;1559853718;1507967594;1392535428
UBA9506,Bacteria,36,1644072158,Bacteria;Bacillota;Clostridia;UBA1381;UBA9506,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1447218455;1644072158
Marinococcaceae,Bacteria,36,563192963,Bacteria;Bacillota;Bacilli;Bacillales_H;Marinococcaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1915192421;563192963
Palsa-948,Bacteria,36,1998268346,Bacteria;Bacteroidota;Bacteroidia;Palsa-948,superkingdom;phylum;class;order,81602897;504177835;618517539;1998268346
Vallitaleaceae,Bacteria,35,403024624,Bacteria;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;827000254;403024624
TMED25,Bacteria,35,1858349464,Bacteria;Pseudomonadota;Alphaproteobacteria;TMED25;TMED25,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1258859385;1858349464
Syntrophobotulaceae,Bacteria,35,1340897321,Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae,superkingdom;phylum;class;order;family,81602897;131003083;1605561298;1659720610;1340897321
JAJZLI01,Bacteria,35,567964952,Bacteria;Patescibacteriota;Dojkabacteria;JAKAPS01;JAJZLI01,superkingdom;phylum;class;order;family,81602897;1184272463;1106003143;421870603;567964952
Methanomethylicaceae,Archaea,35,436026868,Archaea;Thermoproteota;Methanomethylicia;Methanomethylicales;Methanomethylicaceae,superkingdom;phylum;class;order;family,1337977286;1464800560;820770738;2037956282;436026868
Alkalibacillaceae,Bacteria,35,386430198,Bacteria;Bacillota;Bacilli;Bacillales_D;Alkalibacillaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1608042757;386430198
Xenococcaceae,Bacteria,35,1937197102,Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Xenococcaceae,superkingdom;phylum;class;order;family,81602897;15887558;1606220747;1921604596;1937197102
UBA4575,Bacteria,35,1475427923,Bacteria;Pseudomonadota;Gammaproteobacteria;UBA4575,superkingdom;phylum;class;order,81602897;1712663402;1969409366;1475427923
UBA2242,Bacteria,35,2109270143,Bacteria;Marinisomatota;UBA2242,superkingdom;phylum;class,81602897;576088655;2109270143
BACL12,Bacteria,35,1902083785,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;BACL12,superkingdom;phylum;class;order;family,81602897;504177835;618517539;692377512;1902083785
Methanomicrobiaceae,Archaea,35,1958326227,Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae,superkingdom;phylum;class;order;family,1337977286;187206606;1771494140;325080982;1958326227
WHSQ01,Bacteria,35,2022747563,Bacteria;Actinomycetota;CADDZG01;CADDZG01;WHSQ01,superkingdom;phylum;class;order;family,81602897;922471546;312278702;2027886483;2022747563
Nitratiruptoraceae,Bacteria,35,1167142931,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Nitratiruptoraceae,superkingdom;phylum;class;order;family,81602897;1536518028;1492690008;536303497;1167142931
Sneathiellaceae,Bacteria,35,599508282,Bacteria;Pseudomonadota;Alphaproteobacteria;Sneathiellales;Sneathiellaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;950013710;599508282
2-01-FULL-45-33,Bacteria,35,75825233,Bacteria;Patescibacteriota;Minisyncoccia;UBA11713;2-01-FULL-45-33,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;251334382;75825233
JAAXHH01,Bacteria,35,1347138753,Bacteria;JAAXHH01;JAAXHH01;JAAXHH01;JAAXHH01,superkingdom;phylum;class;order;family,81602897;161715118;53778884;239717105;1347138753
Rariloculaceae,Bacteria,34,886564025,Bacteria;Pseudomonadota;Gammaproteobacteria;Rariloculales;Rariloculaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;906798028;886564025
DSM-5069,Bacteria,34,1512647974,Bacteria;Thermotogota;Thermotogae;Thermotogales;DSM-5069,superkingdom;phylum;class;order;family,81602897;680329844;265141076;77752654;1512647974
Magnetobacteriaceae,Bacteria,34,1988592190,Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;Magnetobacteriaceae,superkingdom;phylum;class;order;family,81602897;1669227019;2101698029;1387359186;1988592190
SHLQ01,Bacteria,34,1374990683,Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;SHLQ01,superkingdom;phylum;class;order;family,81602897;922471546;377422747;1596481911;1374990683
UBA1715,Bacteria,34,66274691,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA1715,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;66274691
B25-G16,Bacteria,34,1186628231,Bacteria;Desulfobacterota;DSM-4660;Desulfatiglandales;B25-G16,superkingdom;phylum;class;order;family,81602897;1568916253;219423727;621217563;1186628231
SMXQ01,Bacteria,34,1980215517,Bacteria;Pseudomonadota;Alphaproteobacteria;SMXQ01;SMXQ01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;823409973;1980215517
J102,Bacteria,34,1193710227,Bacteria;Chloroflexota;Anaerolineae;J102;J102,superkingdom;phylum;class;order;family,81602897;510129959;1559853718;103831757;1193710227
UBA6623,Bacteria,34,1525694693,Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;UBA6623,superkingdom;phylum;class;order;family,81602897;884358093;1682859313;1578842356;1525694693
UBA1020,Bacteria,34,761416553,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;UBA1020,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;761416553
Natronospirillaceae,Bacteria,34,964599952,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Natronospirillaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;964599952
UBA9655,Bacteria,33,169981888,Bacteria;Pseudomonadota;Alphaproteobacteria;UBA9655;UBA9655,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;845007962;169981888
UBA5066,Bacteria,33,1556801186,Bacteria;Acidobacteriota;Thermoanaerobaculia;UBA5066;UBA5066,superkingdom;phylum;class;order;family,81602897;884358093;468001233;845824903;1556801186
UBA1144,Bacteria,33,1758058329,Bacteria;Desulfobacterota_D;UBA1144;UBA1144,superkingdom;phylum;class;order,81602897;44040312;1099181616;1758058329
UBA2241,Bacteria,33,1838384151,Bacteria;Actinomycetota;Thermoleophilia;UBA2241,superkingdom;phylum;class;order,81602897;922471546;856265850;1838384151
SCTD01,Bacteria,33,1710599850,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;SCTD01,superkingdom;phylum;class;order;family,81602897;922471546;1737519761;720352763;1710599850
UBA1546,Bacteria,33,1119029357,Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;UBA1546,superkingdom;phylum;class;order;family,81602897;1669227019;2101698029;1387359186;1119029357
Moritellaceae,Bacteria,33,18548412,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Moritellaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1851777887;18548412
RGVZ01,Bacteria,33,1851661856,Bacteria;Bdellovibrionota_B;Oligoflexia;Oligoflexales;RGVZ01,superkingdom;phylum;class;order;family,81602897;152178665;1702751938;2021234006;1851661856
Chitinispirillaceae,Bacteria,33,227156792,Bacteria;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinispirillaceae,superkingdom;phylum;class;order;family,81602897;31572563;2049234143;453505750;227156792
CAIOVX01,Bacteria,33,1475936219,Bacteria;Firestonebacteria;D2-FULL-39-29;D2-FULL-39-29;CAIOVX01,superkingdom;phylum;class;order;family,81602897;99333900;1853522072;1341350322;1475936219
UBA2392,Bacteria,33,1599871836,Bacteria;Planctomycetota;UBA8742;UBA2392,superkingdom;phylum;class;order,81602897;678426958;766377405;1599871836
UBA12481,Bacteria,33,1239364291,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA12481,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;1239364291
UBA3636,Bacteria,33,643688111,Bacteria;Verrucomicrobiota;Kiritimatiellia;RFP12;UBA3636,superkingdom;phylum;class;order;family,81602897;605906842;325267327;557276075;643688111
Nitrococcaceae,Bacteria,33,1064872584,Bacteria;Pseudomonadota;Gammaproteobacteria;Nitrococcales;Nitrococcaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;512190547;1064872584
Joyebacteraceae,Bacteria,33,1873542156,Bacteria;Joyebacterota;Joyebacteria;Joyebacterales;Joyebacteraceae,superkingdom;phylum;class;order;family,81602897;310769618;820788596;112971839;1873542156
Sulfurifustaceae,Bacteria,33,479162808,Bacteria;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Sulfurifustaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;969522714;479162808
QHBO01,Bacteria,33,1389949225,Bacteria;Chloroflexota;Limnocylindria;QHBO01,superkingdom;phylum;class;order,81602897;510129959;1667766940;1389949225
UBA4971,Bacteria,32,1021034443,Bacteria;Bacillota;SHA-98;UBA4971,superkingdom;phylum;class;order,81602897;131003083;2007772722;1021034443
Rubidibacteraceae,Bacteria,32,774685175,Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Rubidibacteraceae,superkingdom;phylum;class;order;family,81602897;15887558;1606220747;1921604596;774685175
Natronincolaceae,Bacteria,32,523750826,Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1405415686;523750826
