genus,domain,genus_counts,taxid,lineage,lineage_ranks,lineage_taxids
Anaeroplasma,Bacteria,18,2086.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;544448;31969;186332;186333;2086
Thermoclostridium,Bacteria,18,2304691.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Thermoclostridium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;2304691
Desulfobacca,Bacteria,18,60892.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031647;3031655;3031656;60892
Labrys,Bacteria,18,2066135.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Tylenchoidea;Tylenchidae;Tylenchinae;Labrys,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;33283;33284;114893;211180;2066135
Ectobacillus,Bacteria,18,2837502.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Ectobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;2837502
Desulfamplus,Bacteria,18,1246635.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfamplus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;213118;213119;1246635
Oleiharenicola,Bacteria,18,2100741.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae;Oleiharenicola,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;74201;414999;415000;134623;2100741
Candidatus Aphodosoma,Bacteria,18,2840521.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales incertae sedis;Candidatus Aphodosoma,cellular root;domain;kingdom;clade;clade;phylum;class;order;no rank;genus,131567;2;3379134;1783270;68336;976;200643;171549;333046;2840521
Aminivibrio,Bacteria,18,1427172.0,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Aminivibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384194;508458;649775;649776;3029087;1427172
Robertmurraya,Bacteria,18,2837507.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Robertmurraya,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;2837507
Teredinibacter,Bacteria,18,2425.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706371;2425
Pygmaiobacter,Bacteria,18,1929305.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Pygmaiobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;1929305
Desulforhopalus,Bacteria,18,40413.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulforhopalus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031451;3024411;2886822;40413
Dehalogenimonas,Bacteria,18,670486.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalogenimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;301297;1202465;1202464;670486
Brumimicrobium,Bacteria,18,200473.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Brumimicrobium,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;1853230;200473
Oceanimonas,Bacteria,18,129577.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135624;84642;129577
Candidatus Pullichristensenella,Bacteria,18,2840567.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Clostridia incertae sedis;Candidatus Pullichristensenella,cellular root;domain;kingdom;phylum;class;no rank;genus,131567;2;1783272;1239;186801;189325;2840567
Desulfurococcus,Archaea,18,2273.0,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;28889;183924;114380;2272;2273
Peptacetobacter,Bacteria,18,2743582.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptacetobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;186804;2743582
Candidatus Methanarcanum,Archaea,18,2911855.0,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccales incertae sedis;Candidatus Methanarcanum,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2157;3366610;2283796;183967;1235850;2911854;2911855
Ciceribacter,Bacteria,18,1648508.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ciceribacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;82115;1648508
Tagaea,Bacteria,18,1755817.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Tagaea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;41295;1755817
Paucilactobacillus,Bacteria,18,2767890.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;2767890
Jeotgalibacillus,Bacteria,18,157226.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Jeotgalibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186818;157226
Parasynechococcus,Bacteria,18,2881427.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Prochlorococcaceae;Parasynechococcus,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1890424;2881426;2881427
Fastidiosipila,Bacteria,18,236752.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Fastidiosipila,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;236752
Acetofilamentum,Bacteria,17,558418.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Acetofilamentum,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;815;558418
Filomicrobium,Bacteria,17,119044.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Filomicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;45401;119044
Roseivivax,Bacteria,17,93682.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseivivax,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;93682
Congregibacter,Bacteria,17,393661.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Congregibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706372;393661
Kiloniella,Bacteria,17,454159.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae;Kiloniella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;597359;454159
Candidatus Faeciplasma,Bacteria,17,2840640.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae incertae sedis;Candidatus Faeciplasma,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;1783272;1239;186801;186802;216572;552397;2840640
Anoxybacteroides,Bacteria,17,3389905.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Anoxybacillaceae;Anoxybacteroides,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;3120669;3389905
Candidatus Portiera,Bacteria,17,235572.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Johnevansiales;Candidatus Johnevansiaceae;Candidatus Portiera,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;3399795;3399796;235572
Cellulosilyticum,Bacteria,17,698776.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Cellulosilyticaceae;Cellulosilyticum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;3018741;698776
Croceibacter,Bacteria,17,216431.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;216431
Alteraurantiacibacter,Bacteria,17,2800678.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Alteraurantiacibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204457;335929;2800678
Desulfonema,Bacteria,17,45654.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;Desulfonema,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;213118;2931039;45654
Longilinea,Bacteria,17,475961.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;292625;292629;292628;475961
Sakamotonia,Bacteria,17,2840582.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sakamotonia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;2840582
Immundisolibacter,Bacteria,17,1934947.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;Immundisolibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1934945;1934946;1934947
Serinicoccus,Bacteria,17,265976.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Serinicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;2805590;265976
Hippea,Bacteria,17,84404.0,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Desulfurellia;Desulfurellales;Hippeaceae;Hippea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;29547;3031853;213113;3048035;84404
Candidatus Aquarickettsia,Bacteria,17,2491977.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae;Candidatus Aquarickettsia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;766;1328881;2491977
Yokenella,Bacteria,17,158876.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Yokenella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;543;158876
Acaryochloris,Bacteria,17,155977.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Acaryochloridaceae;Acaryochloris,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079744;1890429;155977
Candidatus Aldehydirespirator,Bacteria,17,2983181.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Candidatus Aldehydirespiratoraceae;Candidatus Aldehydirespirator,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;84992;84993;2983180;2983181
Ponticaulis,Bacteria,17,1123044.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Ponticaulis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;2800060;69657;1123044
Breznakia,Bacteria,17,1854458.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Breznakia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;1854458
Arsukibacterium,Bacteria,17,336830.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Arsukibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;336830
Thermocrinis,Bacteria,17,75905.0,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificaceae;Thermocrinis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200783;187857;32069;64898;75905
Chitinimonas,Bacteria,17,240411.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Chitinimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206351;2897177;240411
Fusibacter,Bacteria,17,76008.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Eubacteriales Family XII. Incertae Sedis;Fusibacter,cellular root;domain;kingdom;phylum;class;order;no rank;family;genus,131567;2;1783272;1239;186801;186802;538999;543313;76008
Aquifex,Bacteria,17,2713.0,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificaceae;Aquifex,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200783;187857;32069;64898;2713
Candidatus Bathycorpusculum,Archaea,17,3139623.0,cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;Candidatus Bathyarchaeales;Candidatus Bathycorpusculaceae;Candidatus Bathycorpusculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;928852;3037982;3072967;3139622;3139623
Methanocaldococcus,Archaea,17,196118.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2283794;183939;2182;196117;196118
Frischella,Bacteria,17,1335631.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Frischella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1240482;1240483;1335631
Halorientalis,Archaea,17,1073987.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halorientalis,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1963268;1073987
Chiayiivirga,Bacteria,17,1648505.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Chiayiivirga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135614;1775411;1648505
Nitratidesulfovibrio,Bacteria,17,2802295.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Nitratidesulfovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031449;213115;194924;2802295
Amedibacterium,Bacteria,17,2749267.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Amedibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;2749267
Patulibacter,Bacteria,17,361607.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1497346;588673;361606;361607
Paraperlucidibaca,Bacteria,17,1268272.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Paraperlucidibaca,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;2887326;468;1268272
Enterovirga,Bacteria,17,2026349.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Enterovirga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;119045;2026349
Falsiroseomonas,Bacteria,17,2870713.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Falsiroseomonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;3120395;3385906;2870713
Tepidiphilus,Bacteria,16,203470.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Hydrogenophilia;Hydrogenophilales;Hydrogenophilaceae;Tepidiphilus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;2008785;119069;206349;203470
Marinospirillum,Bacteria,16,64968.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;64968
