genus,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
CAIYQJ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027399795.1, GCA_021813655.1, GCA_027399755.1, GCA_025454515.1, GCA_027347925.1"
M5B4,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937960505.1, GCA_937980665.1, GCA_938010095.1, GCA_938044965.1, GCA_937927915.1"
PWHV01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003557905.1, GCA_003560875.1, GCA_003555025.1, GCA_003550345.1, GCA_007130035.1"
JAIRNQ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_031264015.1, GCA_031257955.1, GCA_031254895.1, GCA_031266425.1, GCA_031278835.1"
BS150m-G60,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018648525.1, GCA_018673755.1, GCA_018671235.1, GCA_018658845.1, GCA_018661605.1"
JAKBAA01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028063585.1, GCA_027411755.1, GCA_027411695.1, GCA_027326675.1, GCA_027411705.1"
DP16D-bin41,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903873835.1, GCA_903825365.1, GCA_903827415.1, GCA_903912445.1, GCA_903823755.1"
UBA9645,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_001818205.1, GCA_003519425.1, GCA_001818175.1, GCA_003519505.1, GCA_001818085.1"
JAGWBD01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028818375.1, GCA_026706045.1, GCA_026707135.1, GCA_951812765.1, GCA_028824055.1"
UBA6414,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902462885.1, GCA_945947285.1, GCA_934123585.1, GCA_934122255.1, GCA_934149055.1"
GCA-2686945,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_014238415.1, GCA_011524785.1, GCA_028823345.1, GCA_016779225.1, GCA_029937015.1"
UBA6186,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903919825.1, GCA_903822055.1, GCA_903907935.1, GCA_903935345.1, GCA_903934465.1"
UBA9312,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021161185.1, GCA_018895675.1, GCA_022013295.1, GCA_030626665.1, GCA_003527965.1"
RBG-16-49-21,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029548125.1, GCA_016933025.1, GCA_016928865.1, GCA_001829495.1, GCA_937872225.1"
Fen-1260,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003157155.1, GCA_003158965.1, GCA_003136435.1, GCA_003162295.1, GCA_003168495.1"
UBA920,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002430785.1, GCA_002343965.1, GCA_937925705.1, GCA_022842405.1, GCA_003446815.1"
UBA4874,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002396905.1, GCA_002427175.1, GCA_002398805.1, GCA_002398065.1, GCA_002408165.1"
UBA9339,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_031263815.1, GCA_001801345.1, GCA_021781615.1, GCA_027453945.1, GCA_027453965.1"
RGIG4310,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947167715.1, GCA_017627115.1, GCA_946538255.1, GCA_946534775.1, GCA_947629215.1"
CAINVI01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016788265.1, GCA_017997645.1, GCA_017983595.1, GCA_947465495.1, GCA_017996235.1"
JAJRXG01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028282725.1, GCA_937920445.1, GCA_938022935.1, GCA_937924225.1, GCA_029262975.1"
JACAEJ01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938091495.1, GCA_029775865.1, GCA_029775925.1, GCA_029775875.1, GCA_013388925.1"
JAHEYG01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023251695.1, GCA_017303905.1, GCA_023251725.1, GCA_025360355.1, GCA_018000995.1"
B118-G9,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018817605.1, GCA_021157425.1, GCA_011046365.1, GCA_030655795.1, GCA_016936335.1"
JAAOZP01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017601225.1, GCA_938045545.1, GCA_025059435.1, GCA_017601305.1, GCA_011605725.1"
JAJBSZ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021201355.1, GCA_020860865.1, GCA_031269935.1, GCA_031278535.1, GCA_031270145.1"
13-2-20CM-68-14,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030774275.1, GCA_005885225.1, GCA_001914705.1, GCA_005888315.1, GCA_005883955.1"
JAJZVV01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027435215.1, GCA_027326005.1, GCA_021845595.1, GCA_021815825.1, GCA_027328065.1"
SIG607,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_904501695.1, GCA_904501755.1, GCA_017474125.1, GCA_015065605.1, GCA_934476025.1"
Rubrimentiphilum,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003151115.1, GCA_003167295.1, GCA_003131905.1, GCA_013036095.1, GCA_003136355.1"
CAIQCK01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016222825.1, GCA_016235595.1, GCA_903870275.1, GCA_903899075.1, GCA_903831755.1"
UBA7797,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002348505.1, GCA_002314115.1, GCA_913020425.1, GCA_937910515.1, GCA_003517495.1"
JAACSU01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020629795.1, GCA_022565555.1, GCA_010119145.1, GCA_937931775.1, GCA_024635485.1"
UBA10085,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937895255.1, GCA_019137015.1, GCA_028703975.1, GCA_028709305.1, GCA_003456765.1"
VXNJ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009835825.1, GCA_009840625.1, GCA_028875665.1, GCA_026705845.1, GCA_009836645.1"
SKKK01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_007135525.1, GCA_007695205.1, GCA_007124655.1, GCA_007121535.1, GCA_003567525.1"
JAGRBY01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937864185.1, GCA_020433815.1, GCA_020433865.1, GCA_020634855.1, GCA_020634935.1"
GCA-002712965,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913048525.1, GCA_008373155.1, GCA_022447915.1, GCA_913041155.1, GCA_009392815.1"
WTFY01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022824965.1, GCA_026710875.1, GCA_009838405.1, GCA_026713925.1, GCA_028821435.1"
JAFEBO01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947459215.1, GCA_019636555.1, GCA_016793015.1, GCA_019744815.1, GCA_017303555.1"
JAGMCJ01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030615325.1, GCA_022848865.1, GCA_030629705.1, GCA_023136265.1, GCA_022848825.1"
CALWRD01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902495025.1, GCA_958426775.1, GCA_902492025.1, GCA_958441645.1, GCA_938042265.1"
MVZN01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022704565.1, GCA_017998475.1, GCA_025457965.1, GCA_030054555.1, GCA_018263175.1"
SZUA-444,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023421665.1, GCA_937871145.1, GCA_023439835.1, GCA_023395315.1, GCA_003246805.1"
WM01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCF_010892355.1, GCA_018362815.1, GCF_004570605.1, GCF_015235235.1, GCA_013874835.1"
UBA4735,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030773995.1, GCA_025350745.1, GCA_002404155.1, GCA_030948585.1, GCA_002427725.1"
DSZV01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028276165.1, GCA_030549835.1, GCA_026413755.1, GCA_029335875.2, GCA_020833325.1"
JACKID01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022071975.1, GCA_020425515.1, GCA_020638675.1, GCA_020425605.1, GCA_020425685.1"
RGIG1987,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020024715.1, GCA_017385735.1, GCA_017633715.1, GCA_017633485.1, GCA_017633195.1"
DUVQ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_012840965.1, GCA_018056325.1, GCA_017995135.1, GCA_029975745.1, GCA_937863715.1"
JACPHD01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018827685.1, GCA_016188785.1, GCA_018825525.1, GCA_018822825.1, GCA_016208065.1"
UBA6244,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002840975.1, GCA_001769215.1, GCA_001769455.1, GCA_018830065.1, GCA_002440885.1"
RUG13091,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905236395.1, GCA_016298185.1, GCA_016290145.1, GCA_902785645.1, GCA_905236715.1"
CAIJMQ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903821905.1, GCA_018817465.1, GCA_030639545.1, GCA_023135785.1, GCA_018812925.1"
S141-66,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027046705.1, GCA_027048175.1, GCA_027066315.1, GCA_027065555.1, GCA_015490455.1"
VXMT01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009837285.1, GCA_009840945.1, GCA_009840965.1, GCA_028875555.1, GCA_009839875.1"
CAIPAT01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903846665.1, GCA_903831825.1, GCA_903929125.1, GCA_903840185.1, GCA_903851865.1"
2-01-FULL-45-10,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030695725.1, GCA_001804255.1, GCA_026387135.1, GCA_028748925.1, GCA_001805365.1"
JAJXXS01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021849595.1, GCA_027437675.1, GCA_021780975.1, GCA_027437685.1, GCA_027321585.1"
JAKAUF01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021827785.1, GCA_027389445.1, GCA_027389435.1, GCA_027314945.1, GCA_027315185.1"
JAJDNW01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_019309725.1, GCA_028571805.1, GCA_030618765.1, GCA_019313725.1, GCA_022340465.1"
Halolacustris,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028698215.1, GCA_003564035.1, GCA_003568075.1, GCA_003567835.1, GCA_007124995.1"
HGM11368,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_934404435.1, GCA_028723905.1, GCA_900772745.1, GCA_945872615.1, GCA_945947065.1"
CAIPHK01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947479675.1, GCA_903864835.1, GCA_947473855.1, GCA_947468205.1, GCA_947465765.1"
JADFFQ01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027293105.1, GCA_027296325.1, GCA_027293725.1, GCA_027294905.1, GCA_027297405.1"
JADHLI01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022425485.1, GCA_937899185.1, GCA_937139325.1, GCA_016780775.1, GCA_949531835.1"
UBA4459,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003650315.1, GCA_002869465.1, GCA_003650385.1, GCA_002389465.1, GCA_020444415.1"
SFRY01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_945834215.1, GCA_945830775.1, GCA_029101445.1, GCA_945871265.1, GCA_945923585.1"
JAGFWP01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017640025.1, GCA_017640045.1, GCA_017639945.1, GCA_017639925.1, GCA_017639975.1"
JAJDXO01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022823525.1, GCA_022819475.1, GCA_022823235.1, GCA_022825325.1, GCA_022825125.1"
RGIG3566,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017444195.1, GCA_017445385.1, GCA_017935145.1, GCA_017501805.1, GCA_017500835.1"
JAJZBS01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027410325.1, GCA_027410295.1, GCA_021851885.1, GCA_027323305.1, GCA_027410345.1"
JANLIR01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027423095.1, GCA_027423035.1, GCA_027423115.1, GCA_027423075.1, GCA_027330945.1"
UBA3907,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002391545.1, GCA_023622845.1, GCA_012842775.1, GCA_029559365.1, GCA_023622305.1"
SIG471,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905199135.1, GCA_902473725.1, GCA_946497995.1, GCA_017547995.1, GCA_015068285.1"
CAIZLB01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_943359505.1, GCA_943359545.1, GCA_903953795.1, GCA_943356525.1, GCA_903842415.1"
UBA10216,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016188145.1, GCA_013331515.1, GCA_016180065.1, GCA_016180085.1, GCA_016192915.1"
UBA4881,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937874135.1, GCA_002399235.1, GCA_012842235.1, GCA_002397445.1, GCA_018435125.1"
UBA2962,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022447925.1, GCA_003228095.2, GCA_913043115.1, GCA_002699485.1, GCA_002348445.1"
UBA1427,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_012800225.1, GCA_012838545.1, GCA_029548545.1, GCA_002070525.1, GCA_019136235.1"
HGM12789,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902485575.1, GCA_934667845.1, GCA_017452685.1, GCA_934613445.1, GCA_900766585.1"
W-Chloroflexi-9,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023228825.1, GCA_030684635.1, GCA_020634095.1, GCA_023228765.1, GCA_027623055.1"
JAEUMD01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020442165.1, GCA_016793635.1, GCA_020442185.1, GCA_937950105.1, GCA_020638035.1"
SFGY01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902489315.1, GCA_946997405.1, GCA_004556455.1, GCA_946220865.1, GCA_937998055.1"
SOJZ01,Archaea,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020348865.1, GCA_020352535.1, GCA_004376295.1, GCA_030615375.1, GCA_030608565.1"
4572-104,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023132365.1, GCA_016342455.1, GCA_030639885.1, GCA_029939475.1, GCA_003245625.1"
NP936,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030753075.1, GCA_913063145.1, GCA_022448185.1, GCA_030745255.1, GCA_015659035.1"
JADKAC01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016703275.1, GCA_017997295.1, GCA_016715425.1, GCA_018054445.1, GCA_018059125.1"
CAJBEU01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903828405.1, GCA_903952265.1, GCA_903852295.1, GCA_947456795.1, GCA_903934535.1"
JAKAFK01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028068335.1, GCA_021817985.1, GCA_027438305.1, GCA_027438265.1, GCA_027349375.1"
RUG12783,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902801795.1, GCA_019420605.1, GCA_946533175.1, GCA_947165365.1, GCA_902783985.1"
CSBr16-57R1,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017852335.1, GCA_943788015.1, GCA_030835875.1, GCA_018401275.1, GCA_017859735.1"
JAFDKF01,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030145035.1, GCA_030629475.1, GCA_030613145.1, GCA_030668505.1, GCA_030668805.1"
Gp1-AA112,Bacteria,,GTDB_Only,No_Match,9,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003225215.1, GCA_019244135.1, GCA_019245295.1, GCA_019243475.1, GCA_003225155.1"
UMGS1045,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902462535.1, GCA_938021835.1, GCA_947591565.1, GCA_958429045.1, GCA_934178005.1"
RUG12867,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_944371445.1, GCA_951801995.1, GCA_944364705.1, GCA_949738675.1, GCA_902783405.1"
HK1,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_958295835.1, GCF_000583135.1, GCA_026710405.1, GCA_958295465.1, GCA_026709425.1"
CAIPLT01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903865935.1, GCA_903891615.1, GCA_903897735.1, GCA_903822355.1, GCA_903888505.1"
CAIYHQ01,Archaea,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903828555.1, GCA_903890175.1, GCA_903926075.1, GCA_903870485.1, GCA_903917745.1"
JAHJRI01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029940215.1, GCA_018693585.1, GCA_018830885.1, GCA_018645005.1, GCA_018676595.1"
JAMDAS01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027425515.1, GCA_027425435.1, GCA_027425495.1, GCA_027425455.1, GCA_021800535.1"
Marinarcus,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028686765.1, GCF_004116335.1, GCA_002382325.1, GCA_002306475.1, GCA_002342875.1"
AC-51,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_005884925.1, GCA_005885585.1, GCA_005883145.1, GCA_005882515.1, GCA_005883885.1"
JAKBAR01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021808925.1, GCA_027446725.1, GCA_937896365.1, GCA_027431635.1, GCA_027330625.1"
WFWF01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015491275.1, GCA_015487615.1, GCA_027078675.1, GCA_015490075.1, GCA_027037055.1"
UBA1406,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_001788275.1, GCA_001788295.1, GCA_001790165.1, GCA_001790125.1, GCA_001790075.1"
QENJ01,Archaea,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030640995.1, GCA_029932715.1, GCA_030612635.1, GCA_030668065.1, GCA_013180585.1"
B3T1B10,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022572425.1, GCA_027294455.1, GCA_022573755.1, GCA_027294815.1, GCA_022562295.1"
UBA5389,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002408425.1, GCA_002409925.1, GCA_002411445.1, GCA_019136685.1, GCA_002408765.1"
UBA2040,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002384725.1, GCA_002365395.1, GCA_002332715.1, GCA_029252005.1, GCA_029242295.1"
CALCLY01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_934454285.1, GCA_934457935.1, GCA_934500775.1, GCA_958424505.1, GCA_937966555.1"
Bin25,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026709845.1, GCA_026709705.1, GCA_026708795.1, GCA_026708935.1, GCA_026710085.1"
MED-G85,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023703615.1, GCA_902543835.1, GCA_902577165.1, GCA_913047605.1, GCA_902527795.1"
DRMV01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015494085.1, GCA_015494875.1, GCA_026985785.1, GCA_027019065.1, GCA_027026295.1"
UBA816,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913051875.1, GCA_002296815.1, GCA_002453175.1, GCA_002335975.1, GCA_002320375.1"
RUG11462,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_934476085.1, GCA_946493765.1, GCA_902769255.1, GCA_902773485.1, GCA_902797375.1"
UBA6265,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023957015.1, GCA_023957185.1, GCA_030447145.1, GCA_023957095.1, GCA_020432165.1"
40CM-3-62-11,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_005877605.1, GCA_001918075.1, GCA_005877575.1, GCA_001918505.1, GCA_023248295.1"
UBA2224,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022710145.1, GCA_023622325.1, GCA_029973675.1, GCA_029569375.1, GCA_007130675.1"
UBA695,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903951815.1, GCA_903847355.1, GCA_028714515.1, GCA_903945405.1, GCA_903933715.1"
NIOZ-UU13,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016782715.1, GCA_019456195.1, GCA_022566315.1, GCA_030667885.1, GCA_022561195.1"
GCA-2711565,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024232015.1, GCA_003353955.1, GCA_018816945.1, GCA_029931995.1, GCA_028280405.1"
M55B157,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030729085.1, GCA_018399515.1, GCA_030728295.1, GCA_018609125.1, GCA_913063435.1"
UBA7239,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002333095.1, GCA_016712055.1, GCA_937868705.1, GCA_002472985.1, GCA_016715485.1"
SCTV01,Bacteria,,GTDB_Only,No_Match,8,1,0,0,No verifiable NCBI taxonomy classification,"GCA_943354025.1, GCA_004298345.1, GCA_943356385.1, GCA_943354485.1, GCA_943354895.1"
